#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:maddison" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:maddison" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:maddison">
#                <taxonset id="TaxonSet.maddison" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:maddison" name="distribution" x="@birthRate.t:maddison">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@maddison" id="treeLikelihood.maddison" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:maddison">
#            <siteModel id="SiteModel.s:maddison" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:maddison" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:maddison" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:maddison" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:maddison" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:maddison" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:maddison" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate
0	-85.09138256437494	-83.49976911543945	-1.5916134489354945	-83.49976911543945	0.5671013374634597	-1.5916134489354945	1.0
1000	-64.7640492244031	-67.57031990943635	2.806270685033249	-67.57031990943635	0.11420718805708378	2.806270685033249	4.134626351849689
2000	-65.88442576948628	-68.10684533274988	2.222419563263605	-68.10684533274988	0.1471271248939179	2.222419563263605	6.753799982863885
3000	-64.405248663439	-68.15058846964054	3.7453398062015477	-68.15058846964054	0.09748469298520308	3.7453398062015477	9.813206372686759
4000	-65.47233590552975	-67.34275849122373	1.8704225856939871	-67.34275849122373	0.13972086653086851	1.8704225856939871	14.397035492904426
5000	-64.11081983962427	-67.745465126366	3.6346452867417245	-67.745465126366	0.11559631968082486	3.6346452867417245	8.351338340189606
6000	-66.12378555705871	-68.03984047416606	1.9160549171073482	-68.03984047416606	0.174297992375932	1.9160549171073482	7.350009690852008
7000	-65.74337669886401	-68.79813766460435	3.0547609657403467	-68.79813766460435	0.09107479551034656	3.0547609657403467	17.52832082622446
8000	-65.44207674653907	-69.70526650036287	4.2631897538238	-69.70526650036287	0.10375113077697522	4.2631897538238	13.85802164972807
9000	-66.56488158357843	-70.53225911506584	3.967377531487422	-70.53225911506584	0.07961391200779118	3.967377531487422	6.293792751357218
10000	-70.32591980770472	-71.65657213698078	1.3306523292760586	-71.65657213698078	0.20713223378574272	1.3306523292760586	13.799504190259798
11000	-66.58309468469788	-70.4798676688777	3.896772984179821	-70.4798676688777	0.07884025022412673	3.896772984179821	6.768630515254396
12000	-66.18862996262934	-69.9384175422285	3.749787579599169	-69.9384175422285	0.08745141061657942	3.749787579599169	5.236967815988334
13000	-65.58217058414368	-67.51161977886996	1.9294491947262755	-67.51161977886996	0.19200974316425345	1.9294491947262755	9.856776092489119
14000	-67.23625541544243	-68.53244542494421	1.29619000950178	-68.53244542494421	0.17491057783000236	1.29619000950178	2.274626962842589
