#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:maddison" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:maddison" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:maddison">
#                <taxonset id="TaxonSet.maddison" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:maddison" name="distribution" x="@birthRate.t:maddison">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@maddison" id="treeLikelihood.maddison" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:maddison">
#            <siteModel id="SiteModel.s:maddison" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:maddison" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:maddison" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:maddison" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:maddison" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:maddison" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:maddison" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate
0	-98.50737961010381	-96.891029870898	-1.616349739205809	-96.891029870898	0.7819626448270289	-1.616349739205809	1.0
1000	-67.99429186484072	-68.63638559188131	0.642093727040593	-68.63638559188131	0.20018095259127858	0.642093727040593	1.8347113457312456
2000	-68.33307043366688	-70.68466109782756	2.3515906641606845	-70.68466109782756	0.15548719670171374	2.3515906641606845	4.230114222274006
3000	-66.13489414656084	-68.06545620195492	1.9305620553940783	-68.06545620195492	0.2218424548343023	1.9305620553940783	7.449036313465429
4000	-65.89801989908348	-69.89056966848523	3.9925497694017467	-69.89056966848523	0.09012812313979329	3.9925497694017467	11.193879739154912
5000	-65.11820789884582	-69.24663917176699	4.128431272921167	-69.24663917176699	0.07485655274331661	4.128431272921167	18.006900262234158
6000	-64.57753337313679	-67.00450304776322	2.426969674626428	-67.00450304776322	0.1765899405936555	2.426969674626428	6.2841404093229825
7000	-66.17716052306727	-67.18187107354922	1.0047105504819527	-67.18187107354922	0.21704160486316276	1.0047105504819527	2.1062452768606237
8000	-67.78301796720301	-68.54153546450554	0.7585174973025346	-68.54153546450554	0.3350023016489752	0.7585174973025346	2.9080502352676247
9000	-66.43805209436516	-67.83606961116217	1.3980175167970152	-67.83606961116217	0.21604347017331954	1.3980175167970152	4.929819284378021
10000	-64.46467694476794	-67.52702083206887	3.0623438873009334	-67.52702083206887	0.12618452574198286	3.0623438873009334	11.617327330106084
11000	-67.52286683164398	-69.36898939815399	1.8461225665100098	-69.36898939815399	0.1610685626746413	1.8461225665100098	3.3606494585503883
12000	-65.39579900873987	-68.90794209159077	3.5121430828508933	-68.90794209159077	0.10405540902343878	3.5121430828508933	8.035122329867807
13000	-64.37219907617352	-67.52262561850996	3.1504265423364415	-67.52262561850996	0.128341692415652	3.1504265423364415	12.072204780007464
14000	-66.14941469602257	-68.62231251936788	2.472897823345308	-68.62231251936788	0.09058968044064511	2.472897823345308	3.058037086758723
15000	-65.8630663804806	-68.32642493478657	2.4633585543059686	-68.32642493478657	0.13772017316907376	2.4633585543059686	4.441140781108651
16000	-68.25544956893098	-68.80520763013757	0.5497580612065898	-68.80520763013757	0.11696152532058711	0.5497580612065898	23.187843609888407
17000	-64.61612200971845	-67.87154657558507	3.2554245658666257	-67.87154657558507	0.10795672710811496	3.2554245658666257	16.63441140577884
