#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:maddison" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:maddison" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:maddison">
#                <taxonset id="TaxonSet.maddison" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:maddison" name="distribution" x="@birthRate.t:maddison">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@maddison" id="treeLikelihood.maddison" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:maddison">
#            <siteModel id="SiteModel.s:maddison" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:maddison" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:maddison" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:maddison" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:maddison" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:maddison" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:maddison" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate
0	-89.74267034855058	-87.61560703546488	-2.1270633130857064	-87.61560703546488	0.756815817824579	-2.1270633130857064	1.0
1000	-65.56054183623571	-67.0370295821317	1.4764877458959744	-67.0370295821317	0.18520379935794437	1.4764877458959744	2.7683969408788163
2000	-64.1654924660983	-67.11519389760528	2.9497014315069787	-67.11519389760528	0.13905534514021609	2.9497014315069787	8.34806743389616
3000	-65.94497133293682	-68.37373756622861	2.4287662332917974	-68.37373756622861	0.1487308200235091	2.4287662332917974	10.047002562522627
4000	-65.54164559513325	-68.72180402789046	3.1801584327572128	-68.72180402789046	0.11706040502047221	3.1801584327572128	9.335986336801849
5000	-67.664917779342	-68.60020950127422	0.9352917219322201	-68.60020950127422	0.0944173477983331	0.9352917219322201	37.3130662080093
6000	-65.29996950794447	-68.86566014695251	3.5656906390080367	-68.86566014695251	0.09042521491820718	3.5656906390080367	23.573671776629777
7000	-65.96738346734817	-67.38867752437123	1.4212940570230597	-67.38867752437123	0.18054722635357445	1.4212940570230597	8.746689616108945
8000	-64.42041045562317	-68.09603339499327	3.6756229393701028	-68.09603339499327	0.09805762677946052	3.6756229393701028	10.13956936609566
9000	-65.13273835131916	-68.3301956378233	3.197457286504131	-68.3301956378233	0.10343854313452763	3.197457286504131	11.601501091725906
10000	-64.46422975458873	-66.99144164487849	2.5272118902897565	-66.99144164487849	0.1543361695055229	2.5272118902897565	8.572976214097011
11000	-64.97909792948919	-67.13746075162882	2.1583628221396425	-67.13746075162882	0.14551564330749056	2.1583628221396425	11.927597893756113
12000	-66.54585749879377	-68.68781434281773	2.1419568440239627	-68.68781434281773	0.16520888429920796	2.1419568440239627	4.6211630348121115
13000	-64.79513174192518	-67.48091304397366	2.6857813020484893	-67.48091304397366	0.157197002430815	2.6857813020484893	10.268624568485334
14000	-69.43936933552916	-70.09352735566307	0.6541580201339006	-70.09352735566307	0.25021474018010237	0.6541580201339006	11.082023039612146
15000	-68.80572897924117	-69.0646082781841	0.25887929894292583	-69.0646082781841	0.1456639320188897	0.25887929894292583	26.733653228440197
16000	-68.30745121785418	-67.7736727877147	-0.5337784301394803	-67.7736727877147	0.2853966945703665	-0.5337784301394803	9.185252581793543
17000	-65.63284781152443	-68.4752744326015	2.8424266210770703	-68.4752744326015	0.13216223307223857	2.8424266210770703	7.558885256838621
18000	-65.32240900488185	-67.79062155114204	2.4682125462601876	-67.79062155114204	0.1826142896944663	2.4682125462601876	5.705169059284847
19000	-68.86515092524822	-69.84135170534589	0.9762007800976713	-69.84135170534589	0.2165678792133582	0.9762007800976713	8.62494178756622
20000	-66.15660021152522	-67.80716792470685	1.6505677131816272	-67.80716792470685	0.12179456743341488	1.6505677131816272	22.37038655655528
